timestamp,open,high,low,close,volume
2025-01-02 9:30,587.6234,587.8826,586.0481,586.0681,1878635
2025-01-02 9:35,586.0382,586.1478,584.4729,584.5028,944589
2025-01-02 9:40,584.5127,585.43,584.3831,585.3801,718682
2025-01-02 9:45,585.3901,586.8158,585.2406,586.7759,553161
2025-01-02 9:50,586.7959,588.1817,586.3971,588.1817,842248
2025-01-02 9:55,588.1618,588.75,587.8926,588.4011,774672
2025-01-02 10:00,588.411,588.8098,588.0322,588.76,571733
2025-01-02 10:05,588.7699,589.3582,588.2515,588.7201,765924
2025-01-02 10:10,588.6902,589.1887,588.3333,588.8298,541481
2025-01-02 10:15,588.8298,589.089,587.6334,587.6832,633178
2025-01-02 10:20,587.7032,587.8328,585.5995,585.9584,762908
2025-01-02 10:25,585.9584,586.7261,585.5517,586.0681,551300
2025-01-02 10:30,586.0481,586.2575,584.7919,585.5496,465378
2025-01-02 10:35,585.5496,586.427,584.9614,585.4101,424890
2025-01-02 10:40,585.4599,585.8986,584.5825,585.2921,368411
2025-01-02 10:45,585.2655,586.3471,584.6424,586.2176,410144
2025-01-02 10:50,586.2176,587.0152,585.41,586.6862,422521
2025-01-02 10:55,586.6364,586.7859,585.4798,585.8487,261474
2025-01-02 11:00,585.8288,586.0382,583.446,583.8314,835943
2025-01-02 11:05,583.8248,584.4828,583.7351,584.1538,494280
2025-01-02 11:10,584.1937,585.0013,583.6154,584.6922,462006
2025-01-02 11:15,584.7022,585.3303,584.3076,585.2216,346162
2025-01-02 11:20,585.1907,585.9385,584.2535,585.6294,379663
2025-01-02 11:25,585.6486,585.8786,585.2206,585.7691,234832
2025-01-02 11:30,585.7091,586.048,585.3602,585.8488,203070
2025-01-02 11:35,585.8786,586.5865,585.759,586.1777,258544
2025-01-02 11:40,586.1777,586.7759,586.0681,586.1678,279635
2025-01-02 11:45,586.1478,586.9055,586.0082,586.8258,228189
2025-01-02 11:50,586.8258,587.0052,585.5895,585.9399,344414
2025-01-02 11:55,585.9185,586.3273,585.8487,586.1179,186433
2025-01-02 12:00,586.1129,586.5018,585.6394,586.5018,218988
2025-01-02 12:05,586.4968,586.4968,585.5097,585.7091,173621
2025-01-02 12:10,585.7091,586.9055,585.6792,586.5466,149892
2025-01-02 12:15,586.5167,586.5765,585.6593,585.8587,264420
2025-01-02 12:20,585.8587,585.8886,584.5127,584.6922,328829
2025-01-02 12:25,584.6523,584.6523,582.4589,582.7381,669874
2025-01-02 12:30,582.7181,582.7214,581.6314,581.9205,1113914
2025-01-02 12:35,581.9106,582.0402,580.3951,580.5945,943918
2025-01-02 12:40,580.5944,581.0531,579.6873,580.425,918420
2025-01-02 12:45,580.5282,580.7241,579.5676,579.5776,687055
2025-01-02 12:50,579.5576,581.0033,579.1987,580.4549,977249
2025-01-02 12:55,580.4549,581.5018,580.3951,581.113,733644
2025-01-02 13:00,581.113,581.1628,579.5079,579.757,712322
2025-01-02 13:05,579.8468,581.3423,579.7172,580.9036,798038
2025-01-02 13:10,580.9136,580.9136,579.787,579.9465,465865
2025-01-02 13:15,579.9664,580.2256,579.3483,580.106,588285
2025-01-02 13:20,580.106,580.8338,579.8667,580.106,429528
2025-01-02 13:25,580.106,580.6344,579.767,580.6145,303618
2025-01-02 13:30,580.5796,580.5796,579.0093,579.1801,634203
2025-01-02 13:35,579.2087,580.2954,579.0691,579.5975,971568
2025-01-02 13:40,579.5776,580.6344,579.1439,580.5746,725959
2025-01-02 13:45,580.5242,580.5546,579.2486,579.5277,465590
2025-01-02 13:50,579.5477,581.7017,578.76,578.9495,619484
2025-01-02 13:55,578.9445,580.2555,578.9445,580.1558,475294
2025-01-02 14:00,580.1558,580.8637,579.6673,580.8039,525800
2025-01-02 14:05,580.779,581.3423,580.2356,580.5846,501718
2025-01-02 14:10,580.6045,580.8637,580.2356,580.3452,316841
2025-01-02 14:15,580.3253,580.9234,580.1558,580.6344,327190
2025-01-02 14:20,580.6743,581.3822,580.4948,581.3323,292883
2025-01-02 14:25,581.3124,581.756,581.1628,581.5317,367041
2025-01-02 14:30,581.5168,581.5317,580.8139,581.0432,357752
2025-01-02 14:35,581.0631,581.1822,580.3552,580.9534,319070
2025-01-02 14:40,580.9136,581.4519,580.8936,581.0731,202499
2025-01-02 14:45,581.0831,582.0601,580.445,581.5915,496210
2025-01-02 14:50,581.6115,582.2396,581.442,581.8109,367225
2025-01-02 14:55,581.8208,581.8208,580.2755,580.3857,419802
2025-01-02 15:00,580.4151,582.1299,580.3951,582.0202,432489
2025-01-02 15:05,582.0103,582.1698,581.6225,582.0302,346376
2025-01-02 15:10,582.0302,582.9375,581.8906,582.6085,519577
2025-01-02 15:15,582.5885,582.7082,582.1099,582.6982,492094
2025-01-02 15:20,582.7181,583.0571,582.3692,582.768,446240
2025-01-02 15:25,582.763,582.9873,582.5586,582.7181,280098
2025-01-02 15:30,582.7281,583.6154,582.3293,582.6882,830742
2025-01-02 15:35,582.6882,582.6882,581.8011,582.105,497657
2025-01-02 15:40,582.1299,582.6184,582.0601,582.4096,468457
2025-01-02 15:45,582.4091,583.0272,582.2196,582.7083,638550
2025-01-02 15:50,582.7331,583.3064,582.2396,582.3492,883754
2025-01-02 15:55,582.3592,583.0571,582.0601,582.8278,2498085
2025-01-03 9:30,585.769,586.8557,585.1508,586.3064,1732471
2025-01-03 9:35,586.3073,587.7231,585.8188,587.6383,690113
2025-01-03 9:40,587.6334,587.7779,587.2944,587.5237,643265
2025-01-03 9:45,587.5145,587.6932,585.759,586.1179,1090121
2025-01-03 9:50,586.088,586.4768,585.0312,585.9185,721560
2025-01-03 9:55,585.9235,586.3472,585.6593,586.2475,407299
2025-01-03 10:00,586.2575,587.3941,585.6802,587.3144,625494
2025-01-03 10:05,587.2545,587.6932,586.8258,587.3167,479980
2025-01-03 10:10,587.3243,587.5735,585.9185,586.3971,495189
2025-01-03 10:15,586.407,586.8358,585.3702,585.8487,557139
2025-01-03 10:20,585.8786,586.2774,584.6723,586.0282,623513
2025-01-03 10:25,586.0681,586.6264,585.8288,586.4569,388653
2025-01-03 10:30,586.4768,586.8258,585.7889,586.7759,280028
2025-01-03 10:35,586.7061,587.3542,586.412,586.7809,420211
2025-01-03 10:40,586.8258,587.6927,586.7361,587.2146,413292
2025-01-03 10:45,587.2047,587.5735,586.8657,587.2246,286320
2025-01-03 10:50,587.2051,587.424,586.6413,586.9554,209568
2025-01-03 10:55,586.9255,587.5386,586.7161,587.3841,209421
2025-01-03 11:00,587.414,588.082,587.1947,587.7829,332841
2025-01-03 11:05,587.7929,587.8228,586.4868,586.7112,403028
2025-01-03 11:10,586.746,586.8955,586.3572,586.7758,259631
2025-01-03 11:15,586.7859,587.0152,586.5616,586.9853,182986
2025-01-03 11:20,587.0052,587.4838,586.7959,587.2346,247944
2025-01-03 11:25,587.2047,587.8826,587.1847,587.8627,295683
2025-01-03 11:30,587.8328,588.5207,587.7879,588.4808,466186
2025-01-03 11:35,588.4708,588.8397,588.1368,588.5606,313613
2025-01-03 11:40,588.5606,589.0292,588.5008,588.8996,197070
2025-01-03 11:45,588.8796,589.089,588.75,588.9993,255534
2025-01-03 11:50,589.0192,589.2186,588.9095,589.0591,292043
2025-01-03 11:55,589.0591,589.1787,588.5331,588.6165,254780
2025-01-03 12:00,588.6204,589.0391,588.6204,589.0142,197594
2025-01-03 12:05,589.0192,589.2385,588.8796,588.9095,267602
2025-01-03 12:10,588.8896,589.0691,588.4908,588.5406,198745
2025-01-03 12:15,588.5257,589.1188,588.3313,588.3716,243061
2025-01-03 12:20,588.411,588.74,588.2714,588.7301,264158
2025-01-03 12:25,588.7301,589.0496,588.3412,588.3761,243200
2025-01-03 12:30,588.3811,588.6158,588.1319,588.5505,199939
2025-01-03 12:35,588.4609,588.6503,588.3911,588.5406,116990
2025-01-03 12:40,588.5506,588.7301,588.4808,588.5107,166800
2025-01-03 12:45,588.5356,588.7201,588.3213,588.6802,280037
2025-01-03 12:50,588.6702,588.9195,588.6553,588.76,321462
2025-01-03 12:55,588.74,588.9893,588.6566,588.9195,233189
2025-01-03 13:00,588.9195,588.9993,588.431,588.7002,292779
2025-01-03 13:05,588.7002,588.9544,588.6802,588.8497,279595
2025-01-03 13:10,588.8497,588.9893,588.7699,588.9195,200172
2025-01-03 13:15,588.9195,589.1089,588.8398,589.1089,284081
2025-01-03 13:20,589.1289,589.2385,588.9452,589.0491,363733
2025-01-03 13:25,589.0491,589.7271,589.0441,589.7221,473188
2025-01-03 13:30,589.7271,590.0061,589.3881,589.5277,531278
2025-01-03 13:35,589.5476,590.0461,589.5376,590.0035,182301
2025-01-03 13:40,589.9963,590.0661,589.8168,589.8666,207689
2025-01-03 13:45,589.8666,590.0361,589.8367,589.8966,175759
2025-01-03 13:50,589.9065,589.9066,589.6074,589.8168,160997
2025-01-03 13:55,589.8168,589.9464,589.2784,589.5177,332841
2025-01-03 14:00,589.5376,589.8866,589.3382,589.8417,252718
2025-01-03 14:05,589.8567,590.1059,589.6872,590.086,318379
2025-01-03 14:10,590.076,590.2056,589.8966,590.1159,205683
2025-01-03 14:15,590.1358,590.3749,590.0263,590.3254,314599
2025-01-03 14:20,590.3352,590.425,590.1059,590.1358,250281
2025-01-03 14:25,590.1259,590.3352,589.9913,590.3253,249168
2025-01-03 14:30,590.3053,590.5845,590.2256,590.5171,305131
2025-01-03 14:35,590.5346,590.8238,590.4549,590.795,284345
2025-01-03 14:40,590.8038,590.8138,590.5547,590.6044,341612
2025-01-03 14:45,590.5845,590.744,590.4349,590.5745,228932
2025-01-03 14:50,590.5645,590.5745,590.1059,590.3552,453400
2025-01-03 14:55,590.3651,590.405,590.1857,590.2954,269150
2025-01-03 15:00,590.2654,590.2654,589.6573,589.7869,444948
2025-01-03 15:05,589.8168,590.1944,589.737,590.0262,320641
2025-01-03 15:10,590.0262,590.1857,589.9085,590.1457,254601
2025-01-03 15:15,590.1358,590.1847,590.0611,590.086,220506
2025-01-03 15:20,590.096,590.2056,589.8966,589.9963,263923
2025-01-03 15:25,589.9863,590.2256,589.8967,590.1558,388326
2025-01-03 15:30,590.1558,590.1558,589.6024,589.9464,587017
2025-01-03 15:35,589.9364,590.1957,589.8517,589.9663,465226
2025-01-03 15:40,589.9663,590.0411,589.747,589.7869,453790
2025-01-03 15:45,589.7869,589.9165,589.2784,589.5775,1434103
2025-01-03 15:50,589.5675,589.8567,589.3382,589.6124,1095535
2025-01-03 15:55,589.6174,590.4349,589.5875,590.096,3064693
2025-01-06 9:30,594.4828,595.42,594.1139,595.0511,1667951
2025-01-06 9:35,595.0311,595.2106,594.3332,594.7221,975342
2025-01-06 9:40,594.7221,595.9882,594.7221,595.4,1220618
2025-01-06 9:45,595.4,596.407,595.39,596.1777,875857
2025-01-06 9:50,596.1777,596.397,595.6343,596.1559,597256
2025-01-06 9:55,596.1777,596.4768,595.6592,596.0879,403479
2025-01-06 10:00,596.1079,596.5466,595.9085,596.5266,546254
2025-01-06 10:05,596.5167,596.6961,596.1777,596.6961,331644
2025-01-06 10:10,596.6762,597.0451,595.8885,596.9354,704053
